「,20,33
」,20,32
一,59,6
上,63,62
下,63,60
不,62,59
世,65,61
个,61,65
中,55,64
丸,63,63
为,57,62
么,59,63
乎,63,64
乐,58,63
九,63,65
也,63,61
书,59,65
了,55,59
事,63,65
于,60,60
亚,63,59
些,61,61
产,62,65
人,62,62
什,64,64
仍,63,63
仔,64,65
他,63,63
伟,63,65
但,64,65
位,63,65
作,63,64
像,63,64
充,61,65
先,61,64
兜,60,65
再,63,61
决,62,65
凶,57,64
出,51,65
前,63,64
力,54,64
化,62,64
医,57,60
华,60,66
去,62,65
又,61,58
友,62,66
反,61,62
发,62,65
另,55,59
只,62,60
可,62,61
右,63,64
叻,58,64
各,63,66
吉,58,64
同,54,63
名,58,63
后,62,64
向,54,65
听,60,64
呀,62,63
呢,59,62
周,58,62
命,62,65
咀,63,63
唤,61,64
园,54,62
在,63,64
地,63,64
声,60,65
多,55,65
够,63,64
大,60,64
天,61,59
太,61,63
头,62,64
女,63,64
她,63,63
好,62,63
妹,65,64
子,62,60
定,61,63
家,61,64
容,63,65
对,62,65
就,63,64
工,62,51
左,64,63
己,57,59
市,63,65
希,63,66
平,63,63
幼,59,65
广,61,64
应,63,64
异,62,63
当,51,62
彩,63,64
得,62,64
念,62,62
怎,59,64
总,62,64
想,61,63
愿,62,62
我,62,64
或,61,64
房,62,65
找,61,65
拐,61,65
方,61,65
无,62,59
明,56,64
星,60,61
是,61,63
更,60,62
替,62,64
最,60,64
有,62,65
朋,60,63
望,62,64
朝,59,65
来,63,65
枝,63,65
桥,64,65
梁,63,63
楼,62,64
次,61,64
正,62,55
每,63,64
毫,57,64
气,64,65
没,63,62
海,65,64
火,60,62
点,61,65
然,61,64
照,59,63
牛,63,64
王,61,56
现,62,62
生,62,63
皆,57,64
盆,63,62
直,62,63
督,62,64
稚,64,64
空,59,61
窝,60,64
答,61,65
算,62,64
粗,63,64
粥,60,62
经,63,63
给,62,65
老,63,63
者,62,65
聪,64,64
腿,64,63
自,46,64
花,63,65
荔,62,63
落,62,65
虚,61,65
虽,58,61
要,63,63
见,61,63
角,58,64
解,64,65
认,63,64
许,62,65
试,64,65
诞,63,61
说,64,64
读,64,65
象,59,64
貌,62,65
赐,63,63
走,60,62
赶,61,63
起,63,62
趁,64,62
跨,61,64
车,59,66
转,62,63
边,61,64
过,63,63
运,62,62
还,62,61
这,63,64
进,60,63
迹,62,62
逢,62,62
道,62,63
重,63,63
阵,59,64
院,58,64
险,61,62
难,63,64
靓,63,66
靠,63,65
面,63,61
额,62,65
飞,62,57
高,60,66
鱼,62,63
麦,61,64
龙,62,62
！,6,51
，,7,17
：,7,36
？,24,52
